OBJECTID,STOP_ID,LAST_UPDATE_DATE,GeometryEasting,GeometryNorthing
2429,20012782,2026-06-18,832088,824678
2430,20012802,2026-06-18,828678,823848
2431,20012803,2026-06-18,829167,823608
2432,20012804,2026-08-31,830616,823943
2433,20012805,2026-06-18,831190,824107
2434,20012806,2026-09-07,831031,824285
2435,20012807,2026-09-01,830630,823910
2436,20012808,2026-08-31,829117,823635
2437,20012809,2026-06-18,829207,823777
2438,20012810,2026-09-11,829148,823632
2439,20012811,2026-06-18,829217,823840
2440,20012812,2026-06-18,844883,818867
2441,20012813,2026-06-18,845241,818636
2442,20012814,2026-06-18,845207,818485
2443,20012815,2026-06-18,845094,818418
2444,20012816,2026-06-18,845005,818252
2445,20012817,2026-06-18,844984,818164
2446,20012818,2026-06-18,844974,818272
2447,20012819,2026-06-18,844887,818858
2448,20012820,2026-06-18,844576,819027
2449,20012835,2026-06-18,844044,818458
2450,20012836,2026-06-18,844126,818466
2451,20012837,2026-06-18,844524,818583
2452,20012838,2026-06-18,844721,818537
2453,20012839,2026-06-18,844719,818358
2454,20012840,2026-06-18,844642,818277
2455,20012841,2026-06-18,844547,818278
2456,20012842,2026-06-18,844051,818451
2457,20012868,2026-09-07,834102,812189
2458,20012869,2026-09-10,834914,812197
2459,20012871,2026-09-07,837887,810974
2460,20012872,2026-09-07,839617,809073
2461,20012873,2026-09-07,839983,808950
2462,20012874,2026-09-07,840390,808674
2463,20012875,2026-06-18,835921,835788
2464,20012876,2026-06-18,839637,809026
2465,20012877,2026-06-18,838516,811070
2466,20012878,2026-06-18,837909,810982
2467,20012879,2026-06-18,836142,812225
2468,20012880,2026-06-18,835551,812371
2469,20012881,2026-09-10,834439,812081
2470,20012882,2026-06-18,834148,812318
2471,20012883,2026-06-18,837981,836305
2472,20012884,2026-06-18,836704,835447
2473,20012887,2026-08-30,835317,834314
2474,20012890,2026-06-18,835929,834120
2475,20012892,2026-06-18,835807,834818
2476,20012901,2026-06-18,837999,836332
2477,20012902,2026-06-18,836677,835497
2478,20012903,2026-06-18,841851,831819
2479,20012904,2026-06-18,841644,831863
2480,20012905,2026-08-22,841872,831696
2481,20012906,2026-06-18,841580,831412
2482,20012907,2026-06-18,841698,831284
2483,20012908,2026-06-18,841814,830972
2484,20012910,2026-06-18,835246,834449
2485,20012911,2026-06-18,835503,834635
2486,20012934,2026-06-18,834304,812583
2487,20012935,2026-06-18,834412,812371
2488,20012936,2026-06-18,834307,812164
2489,20012937,2026-09-11,834240,812369
2490,20012938,2026-06-18,815734,828156
2491,20012939,2026-06-18,837972,836303
2492,20012940,2026-06-18,836177,835178
2493,20012941,2026-06-18,835522,834609
2494,20012943,2026-06-18,835898,835167
2495,20012944,2026-06-18,834223,811743
2496,20012945,2026-09-01,834010,811671
2497,20012946,2026-06-18,833832,811660
2498,20012947,2026-06-18,833390,811649
2499,20012948,2026-09-10,833574,811720
2500,20012949,2026-08-22,833972,811698
2501,20012950,2026-06-18,834221,811749
2502,20012951,2026-06-18,834406,811641
2503,20012952,2026-06-18,834459,811379
2504,20012953,2026-06-18,834378,811624
2505,20012954,2026-06-18,835376,812316
2506,20012956,2026-06-18,837169,815604
2507,20012957,2026-06-18,835344,812140
2508,20012958,2026-06-18,834758,812133
2509,20012959,2026-06-18,832691,816399
2510,20012960,2026-06-18,832686,815854
2511,20012961,2026-06-18,832934,815889
2512,20012962,2026-06-18,833087,815938
2513,20012963,2026-06-18,833301,815800
2514,20012964,2026-06-18,833451,815710
2515,20012965,2026-09-10,833563,815576
2516,20012966,2026-06-18,833702,815512
2517,20012967,2026-06-18,833574,815639
2518,20012968,2026-06-18,832821,816034
2519,20012969,2026-06-18,832697,816400
2520,20012970,2026-06-18,833238,816089
2521,20012971,2026-09-02,841568,815849
2522,20012972,2026-06-18,841567,815703
2523,20012973,2026-06-18,841710,815538
2524,20012974,2026-06-18,841702,815435
2525,20012975,2026-06-18,841899,815021
2526,20012976,2026-06-18,842040,814854
2527,20012977,2026-06-18,842086,814722
2528,20012978,2026-06-18,842455,814483
2529,20012980,2026-06-18,842179,813736
2530,20012981,2026-06-18,842215,813937
2531,20012982,2026-06-18,842091,814407
2532,20012983,2026-06-18,842107,814506
2533,20012984,2026-06-18,841626,815529
2534,20012985,2026-06-18,841597,815876
2535,20012986,2026-06-18,841456,815983
2536,20012987,2026-06-18,841159,816118
2537,20012988,2026-06-18,840465,816191
2538,20012989,2026-09-10,840157,816189
2539,20012990,2026-06-18,839843,816582
2540,20012991,2026-06-18,840445,816278
2541,20012992,2026-06-18,840907,816062
2542,20012995,2026-07-28,839605,819700
2543,20012996,2026-09-10,839838,819709
2544,20012997,2026-07-28,839575,820440
2545,20012998,2026-07-28,839818,819657
2546,20012999,2026-09-10,839558,819688
2547,20013000,2026-07-28,840112,818512
2548,20013004,2026-06-18,830106,840192
2549,20013005,2026-06-18,829096,840397
2550,20013006,2026-06-18,828920,840284
2551,20013007,2026-06-18,829430,840129
2552,20013008,2026-06-18,828247,840292
2553,20013009,2026-06-18,830126,840199
2554,20013010,2026-06-18,845128,821567
2555,20013011,2026-06-18,845128,821567
2556,20013014,2026-06-18,828703,839890
2557,20013015,2026-06-18,828606,839130
2558,20013016,2026-06-18,838614,830764
2559,20013017,2026-06-18,838694,830686
2560,20013018,2026-06-18,838784,830559
2561,20013020,2026-06-18,839749,830073
2562,20013021,2026-06-18,839649,829711
2563,20013022,2026-06-18,838766,828998
2564,20013024,2026-06-18,837981,827237
2565,20013025,2026-06-18,838708,828934
2566,20013026,2026-06-18,839706,829892
2567,20013027,2026-06-18,839686,830127
2568,20013028,2026-06-18,838686,830408
2569,20013029,2026-06-18,838856,830456
2570,20013030,2026-06-18,838777,830552
2571,20013032,2026-06-18,828681,839862
2572,20013033,2026-06-18,828369,840464
2573,20013034,2026-06-18,829296,841266
2574,20013035,2026-06-18,838498,825867
2575,20013036,2026-06-18,838497,825989
2576,20013037,2026-06-18,838307,825931
2577,20013038,2026-09-11,835814,824856
2578,20013039,2026-06-18,835713,824973
2579,20013040,2026-09-11,835863,825153
2580,20013041,2026-06-18,836296,825443
2581,20013042,2026-06-18,838124,826400
2582,20013043,2026-06-18,838304,825952
2583,20013044,2026-06-18,838447,826163
2584,20013045,2026-06-18,829449,841816
2585,20013046,2026-06-18,838498,825862
2586,20013047,2026-06-18,838589,825874
2587,20013048,2026-06-18,828360,840466
2588,20013049,2026-06-18,828094,842582
2589,20013050,2026-06-18,828783,843077
2590,20013051,2026-06-18,838713,826467
2591,20013052,2026-06-18,838948,826862
2592,20013053,2026-06-18,839567,827588
2593,20013054,2026-06-18,828187,842562
2594,20013055,2026-06-18,828232,841389
2595,20013056,2026-06-18,838711,826449
2596,20013057,2026-06-18,838510,825986
2597,20013058,2026-06-18,838511,825783
2598,20013059,2026-08-13,831115,840463
2599,20013060,2026-09-07,839937,828823
2600,20013061,2026-06-29,842893,818182
2601,20013099,2026-06-18,831105,840482
2602,20013132,2026-06-18,838612,830760
2603,20013133,2026-06-18,838536,828502
2604,20013134,2026-06-18,838743,830301
2605,20013165,2026-06-18,831113,816026
2606,20013166,2026-06-18,832125,816451
2607,20013167,2026-06-18,833242,816088
2608,20013192,2026-06-18,832664,816443
2609,20013193,2026-06-18,831925,816363
2610,20013194,2026-06-18,831528,816104
2611,20013195,2026-06-24,831380,815988
2612,20013199,2026-06-18,835464,819000
2613,20013200,2026-06-18,835607,819097
2614,20013201,2026-06-18,835654,819118
2615,20013204,2026-06-18,835839,819512
2616,20013205,2026-06-18,835708,819338
2617,20013206,2026-06-18,835544,819307
2618,20013207,2026-06-18,835544,818733
2619,20013209,2026-06-18,836115,819640
2620,20013210,2026-06-18,836168,819703
2621,20013231,2026-06-18,835413,818822
2622,20013232,2026-06-18,836055,819830
2623,20013233,2026-06-18,834818,818641
2624,20013234,2026-06-18,836203,819739
2625,20013235,2026-06-18,836262,819602
2626,20013236,2026-06-18,836223,819446
2627,20013237,2026-06-18,836138,819342
2628,20013238,2026-06-18,835722,820157
2629,20013239,2026-06-18,835557,819027
2630,20013297,2026-06-18,845726,826838
2631,20013298,2026-06-18,843833,823848
2632,20013330,2026-06-18,835364,834149
2633,20013363,2026-06-18,834861,819360
2634,20013396,2026-06-18,838399,835565
2635,20013429,2026-06-18,842313,820172
2636,20013462,2026-06-18,830173,825877
2637,20013463,2026-09-10,831147,826620
2638,20013464,2026-06-18,830677,827098
2639,20013465,2026-09-10,831162,826610
2640,20013466,2026-06-18,830402,825712
2641,20013467,2026-06-18,830243,825877
2642,20013495,2026-06-18,830968,826347
2643,20013528,2026-09-09,831209,824467
2644,20013529,2026-06-18,829764,825197
2645,20013561,2026-06-18,839433,821901
2646,20013562,2026-06-18,839777,821722
2647,20013563,2026-06-18,830681,826110
2648,20013594,2026-06-18,831480,826566
2649,20013628,2026-06-18,830197,824041
2650,20013663,2026-06-18,832555,822128
2651,20013664,2026-09-07,831497,823467
2652,20013693,2026-09-10,832541,821997
2653,20013694,2026-09-10,832300,822428
2654,20013695,2026-06-18,831917,822413
2655,20013696,2026-06-18,831185,824232
2656,20013697,2026-09-10,831121,823279
2657,20013698,2026-09-10,830141,825507
2658,20013699,2026-07-13,840098,815680
2659,20013702,2026-07-13,840095,815696
2660,20013703,2026-07-13,840058,815862
2661,20013704,2026-06-18,840059,815925
2662,20013705,2026-06-18,839493,816909
2663,20013706,2026-06-18,839203,816944
2664,20013707,2026-06-18,839070,816932
2665,20013708,2026-06-18,838856,817090
2666,20013709,2026-06-18,839345,817057
2667,20013710,2026-06-18,839615,816944
2668,20013711,2026-06-18,839629,816776
2669,20013712,2026-06-18,839702,816556
2670,20013713,2026-06-18,839816,816321
2671,20013714,2026-07-13,840052,816161
2672,20013715,2026-07-13,840070,815930
2673,20013716,2026-07-13,840065,815853
2674,20013717,2026-07-13,840320,815975
2675,20013718,2026-07-13,840306,815804
2676,20013719,2026-06-18,841881,820526
2677,20013721,2026-06-18,836145,821748
2678,20013722,2026-06-18,836117,821981
2679,20013723,2026-06-18,836128,821541
2680,20013724,2026-06-18,836108,821355
2681,20013725,2026-06-18,836065,821197
2682,20013726,2026-06-18,835710,821332
2683,20013727,2026-06-18,835508,821385
2684,20013728,2026-06-18,835369,821395
2685,20013729,2026-09-10,835741,821312
2686,20013730,2026-06-18,836015,821121
2687,20013731,2026-06-18,836074,821258
2688,20013732,2026-06-18,836102,821403
2689,20013733,2026-06-18,836118,821618
2690,20013734,2026-06-18,836107,821872
2691,20013735,2026-06-18,836107,821984
2692,20013736,2026-07-13,839984,815788
2693,20013737,2026-07-13,840411,816289
2694,20013739,2026-06-18,836021,821520
2695,20013740,2026-06-18,835812,821681
2696,20013741,2026-09-02,835683,821524
2697,20013742,2026-06-18,835701,821590
2698,20013743,2026-06-18,836017,821527
2699,20013744,2026-07-13,840794,816089
2700,20013745,2026-07-13,841075,815776
2701,20013746,2026-07-13,841342,815595
2702,20013747,2026-07-13,841389,815511
2703,20013748,2026-07-13,841653,815328
2704,20013749,2026-07-13,841674,815373
2705,20013750,2026-07-13,841673,815530
2706,20013751,2026-06-18,833520,822251
2707,20013752,2026-06-18,833847,822346
2708,20013753,2026-06-18,834052,822280
2709,20013754,2026-06-18,834179,822297
2710,20013755,2026-06-18,834348,822160
2711,20013756,2026-06-18,834455,821944
2712,20013757,2026-06-18,834571,821811
2713,20013758,2026-06-18,834734,821676
2714,20013759,2026-06-18,835069,821480
2715,20013760,2026-06-18,835160,821491
2716,20013761,2026-06-18,835093,821618
2717,20013762,2026-06-18,835099,821999
2718,20013763,2026-06-18,835366,821949
2719,20013765,2026-07-13,841694,815401
2720,20013766,2026-07-13,841470,815379
2721,20013767,2026-07-13,841331,815583
2722,20013768,2026-07-13,841074,815758
2723,20013769,2026-07-13,840936,815859
2724,20013770,2026-07-13,840877,815938
2725,20013771,2026-07-13,840528,816210
2726,20013772,2026-07-13,840063,816185
2727,20013773,2026-07-13,840068,815930
2728,20013774,2026-07-13,840063,815846
2729,20013792,2026-06-18,834818,821590
2730,20013793,2026-06-18,834611,821678
2731,20013794,2026-06-18,834582,821744
2732,20013795,2026-09-10,834443,822058
2733,20013796,2026-06-18,834278,822198
2734,20013797,2026-06-18,816255,830452
2735,20013798,2026-06-18,816245,830136
2736,20013799,2026-06-18,816011,829928
2737,20013800,2026-06-18,815831,830074
2738,20013801,2026-06-18,815936,829338
2739,20013802,2026-09-01,815507,828798
2740,20013803,2026-06-18,815910,829329
2741,20013805,2026-06-18,816035,829954
2742,20013806,2026-06-18,816223,830164
2743,20013807,2026-06-18,816256,830441
2744,20013810,2026-06-18,815820,830080
2745,20013811,2026-06-18,815841,830090
2746,20013812,2026-06-18,816242,829587
2747,20013813,2026-06-18,816085,829230
2748,20013814,2026-06-18,816019,829391
2749,20013816,2026-06-18,816011,829402
2750,20013817,2026-06-18,816086,829232
2751,20013818,2026-06-18,816238,829584
2752,20013825,2026-06-18,840684,820163
2753,20013827,2026-09-10,841076,820072
2754,20013828,2026-06-18,841084,819624
2755,20013829,2026-06-18,840684,820163
2756,20013830,2026-06-18,841353,819407
2757,20013831,2026-06-18,841361,819187
2758,20013832,2026-06-18,841139,819002
2759,20013833,2026-06-18,840936,818739
2760,20013834,2026-09-10,840761,818881
2761,20013835,2026-06-18,840500,819226
2762,20013836,2026-09-10,840723,819590
2763,20013837,2026-06-18,841202,819048
2764,20013838,2026-06-18,840310,819413
2765,20013839,2026-06-18,840140,819590
2766,20013842,2026-06-18,840147,819597
2767,20013843,2026-06-18,840330,819412
2768,20013858,2026-06-18,840478,820814
2769,20013859,2026-06-18,840339,820784
2770,20013860,2026-06-18,840442,820523
2771,20013861,2026-06-18,840314,820206
2772,20013862,2026-06-18,840427,819932
2773,20013863,2026-06-18,840470,819874
2774,20013864,2026-06-18,840489,819770
2775,20013865,2026-06-18,840630,819906
2776,20013866,2026-06-18,840748,820062
2777,20013867,2026-06-18,840847,819998
2778,20013868,2026-06-18,840784,819911
2779,20013869,2026-06-18,840719,819998
2780,20013870,2026-06-18,830891,826312
2781,20013891,2026-06-18,830236,825838
2782,20013924,2026-06-18,831504,823422
2783,20013925,2026-06-18,833909,822059
2784,20013926,2026-06-18,833339,822019
2785,20013927,2026-06-18,831504,823422
2786,20013957,2026-09-11,838953,822439
2787,20013958,2026-06-18,838463,822680
2788,20013959,2026-09-10,838020,822709
2789,20013960,2026-09-11,837640,822884
2790,20013961,2026-09-10,837322,822854
2791,20013962,2026-06-18,837181,822766
2792,20013963,2026-09-10,836876,822241
2793,20013964,2026-09-02,836253,822326
2794,20013965,2026-09-02,835783,822270
2795,20013966,2026-09-10,836081,821967
2796,20013967,2026-09-10,835780,822288
2797,20013968,2026-09-10,836200,822350
2798,20013969,2026-09-02,836440,822338
2799,20013970,2026-09-02,836708,822236
2800,20013971,2026-09-11,837230,822831
2801,20013972,2026-09-11,837624,822905
2802,20013973,2026-09-10,838059,822731
2803,20013974,2026-09-02,838337,822696
2804,20013975,2026-09-11,838633,822677
2805,20013976,2026-09-10,838946,822484
2806,20013977,2026-06-18,839120,822323
2807,20014023,2026-06-18,834563,818423
2808,20014056,2026-06-18,840851,819845
2809,20014057,2026-06-18,840828,820000
2810,20014058,2026-06-18,840760,820049
2811,20014059,2026-06-18,840640,819916
2812,20014060,2026-06-18,840691,819859
2813,20014061,2026-06-18,840753,819772
2814,20014062,2026-06-18,840444,819866
2815,20014063,2026-06-18,840413,819929
2816,20014064,2026-06-18,840362,820052
2817,20014065,2026-06-18,840334,820190
2818,20014066,2026-06-18,840380,820324
2819,20014067,2026-06-18,840402,820512
2820,20014068,2026-06-18,840339,820825
2821,20014069,2026-06-18,840794,819873
2822,20014070,2026-06-18,840832,819995
2823,20014071,2026-06-18,840706,819842
2824,20014072,2026-06-18,841250,819522
2825,20014089,2026-06-18,841714,820190
2826,20014090,2026-06-18,841733,819956
2827,20014091,2026-06-18,841403,819798
2828,20014092,2026-06-18,841351,819705
2829,20014093,2026-06-18,841698,820000
2830,20014094,2026-06-18,841719,820184
2831,20014095,2026-06-18,842360,819553
2832,20014096,2026-07-16,841825,819899
2833,20014097,2026-06-18,842368,819552
2834,20014122,2026-06-18,829114,823929
2835,20014123,2026-06-18,829115,823436
2836,20014124,2026-06-18,828925,823487
2837,20014125,2026-09-10,828435,823450
2838,20014126,2026-09-10,829171,822869
2839,20014127,2026-09-02,829145,822865
2840,20014128,2026-06-18,842324,818708
2841,20014129,2026-06-18,842313,818933
2842,20014130,2026-09-07,842281,819046
2843,20014131,2026-06-18,842617,819263
2844,20014132,2026-06-18,842793,819373
2845,20014133,2026-06-18,842403,819591
2846,20014134,2026-06-18,842135,819674
2847,20014135,2026-06-18,841928,819885
2848,20014136,2026-06-18,841877,820125
2849,20014137,2026-06-18,841759,820334
2850,20014138,2026-06-18,841555,820775
2851,20014139,2026-06-18,841453,820817
2852,20014140,2026-06-18,841424,821037
2853,20014141,2026-06-18,841457,821211
2854,20014142,2026-06-18,841190,821485
2855,20014143,2026-06-18,841403,821192
2856,20014144,2026-06-18,841427,821003
2857,20014145,2026-06-18,841466,820831
2858,20014147,2026-07-16,841897,820158
2859,20014148,2026-06-18,841938,819974
2860,20014149,2026-06-18,841996,819781
2861,20014150,2026-06-18,842131,819706
2862,20014151,2026-06-18,842184,819618
2863,20014152,2026-06-18,842845,819432
2864,20014154,2026-06-18,842323,818700
2865,20014155,2026-06-18,836330,821566
2866,20014156,2026-06-18,836565,821669
2867,20014157,2026-06-18,836832,821665
2868,20014158,2026-06-18,836886,821799
2869,20014159,2026-06-18,836810,821969
2870,20014160,2026-06-18,836742,821846
2871,20014161,2026-06-18,836789,821602
2872,20014162,2026-06-18,836770,821462
2873,20014163,2026-06-18,836802,821135
2874,20014164,2026-06-18,836792,820921
2875,20014165,2026-06-18,837411,821107
2876,20014166,2026-06-18,837591,821101
2877,20014167,2026-06-18,837771,821137
2878,20014168,2026-06-18,837916,821602
2879,20014188,2026-06-18,838001,821501
2880,20014189,2026-06-18,837911,821304
2881,20014190,2026-06-18,837906,821173
2882,20014191,2026-06-18,837632,821088
2883,20014192,2026-06-18,837091,821109
2884,20014193,2026-06-18,836728,821237
2885,20014194,2026-06-18,838341,821644
2886,20014195,2026-06-18,838219,821701
2887,20014196,2026-06-18,838071,821750
2888,20014197,2026-06-18,837325,820907
2889,20014198,2026-09-10,837082,820859
2890,20014199,2026-06-18,836780,820944
2891,20014200,2026-06-18,836788,821141
2892,20014201,2026-06-18,836728,821237
2893,20014202,2026-06-18,836593,821494
2894,20014203,2026-09-06,836863,820907
2895,20014204,2026-09-10,837860,821097
2896,20014205,2026-09-10,838318,821557
2897,20014210,2026-09-10,837108,820921
2898,20014211,2026-06-18,837245,820966
2899,20014212,2026-06-18,837466,821282
2900,20014213,2026-09-10,837250,820893
2901,20014527,2026-09-10,832824,816167
2902,20014528,2026-06-18,834579,815835
2903,20014529,2026-06-18,834673,815807
2904,20014530,2026-09-02,834342,815274
2905,20014531,2026-09-02,834479,815283
2906,20014532,2026-09-10,834877,815342
2907,20014533,2026-09-10,835239,815205
2908,20014534,2026-09-10,835450,815099
2909,20014535,2026-06-18,835676,815064
2910,20014536,2026-09-04,837072,815424
2911,20014537,2026-08-31,833238,816084
2912,20014538,2026-06-18,835669,815054
2913,20014539,2026-06-18,835395,815118
2914,20014540,2026-06-18,835111,815065
2915,20014541,2026-06-18,834477,815272
2916,20014542,2026-09-10,831436,814539
2917,20014543,2026-09-10,833606,815538
2918,20014544,2026-09-10,833514,815616
2919,20014545,2026-09-10,833395,815730
2920,20014546,2026-09-10,832682,815841
2921,20014548,2026-09-10,832459,815804
2922,20014549,2026-09-02,832363,815762
2923,20014550,2026-09-10,832606,815715
2924,20014551,2026-06-18,832358,815771
2925,20014552,2026-06-18,832455,815809
2926,20014553,2026-06-18,832678,815847
2927,20014584,2026-09-02,833649,815514
2928,20014585,2026-09-10,834806,843934
2929,20014617,2026-06-18,834118,841449
2930,20014618,2026-09-10,832782,839761
2931,20014619,2026-06-18,834718,841244
2932,20014620,2026-06-18,836083,840313
2933,20014621,2026-06-18,834721,841226
2934,20014622,2026-09-10,820904,833842
2935,20014623,2026-06-18,819217,833588
2936,20014624,2026-06-18,819222,833248
2937,20014626,2026-06-18,819249,832605
2938,20014628,2026-06-18,818870,832902
2939,20014629,2026-06-18,819237,833115
2940,20014631,2026-06-18,820005,833888
2941,20014632,2026-06-18,821584,833978
2942,20014633,2026-06-18,820904,833842
2943,20014636,2026-06-18,817800,831957
2944,20014637,2026-06-18,817841,832509
2945,20014638,2026-06-18,818780,833399
2946,20014650,2026-06-18,829095,840387
2947,20014651,2026-09-10,837443,820924
2948,20014652,2026-06-18,837278,819477
2949,20014653,2026-06-18,837350,819525
2950,20014654,2026-06-18,837355,820004
2951,20014655,2026-06-18,837357,820352
2952,20014656,2026-06-18,837416,820484
2953,20014657,2026-06-18,837560,820794
2954,20014658,2026-06-18,844387,820213
2955,20014659,2026-06-18,844186,819964
2956,20014660,2026-06-29,844411,820509
2957,20014661,2026-06-18,844369,820313
2958,20014663,2026-06-18,844457,820043
2959,20014664,2026-09-09,838367,821513
2960,20014665,2026-06-18,837592,820775
2961,20014666,2026-06-18,837477,820555
2962,20014667,2026-06-18,837386,820352
2963,20014671,2026-06-18,844578,820830
2964,20014673,2026-09-01,844969,820328
2965,20014674,2026-06-18,844647,820551
2966,20014675,2026-06-18,843745,820369
2967,20014676,2026-09-01,843822,820293
2968,20014677,2026-06-18,844456,820346
2969,20014679,2026-06-18,845742,819983
2970,20014683,2026-09-01,844986,820347
2971,20014685,2026-06-18,844558,820627
2972,20014716,2026-06-18,845806,820391
2973,20014717,2026-06-18,846069,820145
2974,20014718,2026-06-18,846335,819830
2975,20014719,2026-06-18,846678,819636
2976,20014720,2026-06-18,847112,819689
2977,20014721,2026-06-18,847248,819254
2978,20014722,2026-06-18,847357,819026
2979,20014723,2026-06-18,847432,818752
2980,20014724,2026-06-18,847427,818416
2981,20014725,2026-06-18,847537,818096
2982,20014726,2026-06-18,847771,817807
2983,20014727,2026-06-18,847901,817680
2984,20014728,2026-06-18,848078,817497
2985,20014729,2026-06-18,847998,817346
2986,20014730,2026-06-18,847889,816977
2987,20014731,2026-06-18,847630,816455
2988,20014732,2026-06-18,848018,815431
2989,20014733,2026-06-18,848082,814887
2990,20014734,2026-06-18,848506,815053
2991,20014749,2026-06-18,848078,814882
2992,20014750,2026-06-18,848024,815415
2993,20014751,2026-06-18,847588,816456
2994,20014752,2026-06-18,847871,817024
2995,20014753,2026-06-18,848016,817396
2996,20014754,2026-06-18,848057,817449
2997,20014755,2026-06-18,847858,817704
2998,20014756,2026-06-18,847521,818104
2999,20014757,2026-06-18,847429,818349
3000,20014758,2026-06-18,847362,818983
3001,20014759,2026-06-18,847193,819343
3002,20014760,2026-06-18,847093,819702
3003,20014761,2026-06-18,846605,819581
3004,20014762,2026-06-18,846293,819862
3005,20014763,2026-06-18,845974,820194
3006,20014764,2026-06-18,845809,820365
3007,20014765,2026-06-18,845768,820300
3008,20014766,2026-06-18,843718,820437
3009,20014767,2026-06-18,843828,820278
3010,20014768,2026-06-18,842522,819619
3011,20014769,2026-06-18,842142,818656
3012,20014770,2026-06-18,842277,818639
3013,20014771,2026-06-18,842484,819606
3014,20014772,2026-08-24,842354,819950
3015,20014773,2026-06-18,843861,820939
3016,20014774,2026-06-18,844314,820451
3017,20015051,2026-09-10,842592,819111
3018,20015052,2026-06-19,842710,819337
3019,20015053,2026-06-18,842825,819410
3020,20015054,2026-06-18,842338,819770
3021,20015055,2026-07-16,842130,820058
3022,20015056,2026-06-18,841813,820426
3023,20015057,2026-06-18,841519,820438
3024,20015058,2026-06-18,841336,820333
3025,20015059,2026-06-18,841350,820884
3026,20015060,2026-06-18,841468,820830
3027,20015061,2026-06-18,841825,820436
3028,20015062,2026-06-18,842130,820082
3029,20015063,2026-06-18,842341,819802
3030,20015065,2026-06-18,842762,819351
3031,20015066,2026-09-10,842678,818928
3032,20015067,2026-06-18,842693,818638
3033,20015068,2026-09-10,842769,818179
3034,20015069,2026-06-18,841481,820276
3035,20015070,2026-06-18,841484,820165
3036,20015071,2026-09-01,841694,820004
3037,20015072,2026-06-18,841809,819926
3038,20015073,2026-06-18,842073,819614
3039,20015074,2026-06-18,842113,819083
3040,20015075,2026-09-02,842187,818860
3041,20015076,2026-06-18,842574,818027
3042,20015077,2026-06-18,842865,817677
3043,20015078,2026-06-18,842986,817535
3044,20015079,2026-06-18,842613,817451
3045,20015080,2026-09-10,842743,817485
3046,20015081,2026-06-18,842704,817608
3047,20015082,2026-06-18,842266,818692
3048,20015083,2026-06-18,842173,818855
3049,20015085,2026-06-18,842035,819627
3050,20015086,2026-06-18,841808,819909
3051,20015087,2026-06-18,841734,819954
3052,20015088,2026-06-18,841405,820178
3053,20015112,2026-09-10,837448,820953
3054,20015113,2026-06-18,837782,821028
3055,20015114,2026-06-18,838308,821548
3056,20015115,2026-06-18,841278,818493
3057,20015116,2026-09-01,841504,818512
3058,20015117,2026-09-01,841572,818633
3059,20015118,2026-06-18,841647,818691
3060,20015119,2026-06-18,837556,820784
3061,20015120,2026-06-18,837455,820923
3062,20015121,2026-06-18,841993,819784
3063,20015122,2026-06-18,841994,819782
3064,20015145,2026-07-02,841238,821485
3065,20015146,2026-06-18,841311,821280
3066,20015147,2026-06-18,841409,820916
3067,20015148,2026-06-18,841527,820803
3068,20015149,2026-06-18,841378,820274
3069,20015150,2026-06-18,841634,819833
3070,20015151,2026-06-18,841554,819219
3071,20015153,2026-06-18,841699,819431
3072,20015154,2026-06-18,841661,819722
3073,20015155,2026-07-16,841371,820257
3074,20015157,2026-06-18,837218,820885
3075,20015158,2026-09-10,836824,820812
3076,20015159,2026-09-10,835539,820855
3077,20015160,2026-09-10,835874,820866
3078,20015161,2026-09-01,836300,820883
3079,20015162,2026-06-18,836754,820904
3080,20015163,2026-06-18,837448,820954
3081,20015164,2026-06-18,837804,821049
3082,20015178,2026-09-01,831212,824273
3083,20015211,2026-06-18,846607,819583
3084,20015212,2026-06-18,845945,819781
3085,20015213,2026-06-18,845252,820018
3086,20015214,2026-06-18,845058,819896
3087,20015215,2026-06-18,841608,819062
3088,20015216,2026-06-18,841141,819004
3089,20015217,2026-06-18,841111,818978
3090,20015218,2026-06-18,840934,818739
3091,20015219,2026-06-18,841302,818804
3092,20015222,2026-06-18,845929,819788
3093,20015223,2026-06-18,845846,820351
3094,20015224,2026-06-29,841860,819069
3095,20015225,2026-09-02,839455,820185
3096,20015226,2026-06-18,845217,821623
3097,20015227,2026-06-18,845152,821408
3098,20015228,2026-06-18,842976,821866
3099,20015229,2026-08-24,841007,819955
3100,20015230,2026-06-18,842487,821673
3101,20015231,2026-06-18,843048,822006
3102,20015232,2026-06-18,844233,822749
3103,20015234,2026-09-10,844874,818847
3104,20015235,2026-06-18,844601,818878
3105,20015236,2026-06-18,844573,819027
3106,20015237,2026-09-01,845716,819514
3107,20015238,2026-09-10,845094,818762
3108,20015244,2026-06-18,839339,821113
3109,20015245,2026-07-16,839354,821514
3110,20015248,2026-06-18,837745,820947
3111,20015249,2026-06-18,834736,820480
3112,20015250,2026-06-18,834169,820054
3113,20015251,2026-06-18,834401,819982
3114,20015252,2026-06-18,838377,821516
3115,20015253,2026-09-10,834515,820390
3116,20015254,2026-06-18,834584,819945
3117,20015255,2026-07-10,834726,819956
3118,20015256,2026-06-18,834826,820068
3119,20015257,2026-06-18,835074,820176
3120,20015258,2026-09-10,836654,820422
3121,20015259,2026-06-18,836894,820535
3122,20015260,2026-06-18,837100,820634
3123,20015261,2026-06-18,838500,821655
3124,20015277,2026-06-18,829936,825279
3125,20015280,2026-06-18,829823,824865
