OBJECTID,STOP_ID,LAST_UPDATE_DATE,GeometryEasting,GeometryNorthing
1167,20003464,2026-07-27,842119,814367
1168,20003465,2026-07-27,839171,808627
1169,20003467,2026-09-10,842054,814506
1170,20003468,2026-06-18,831475,816184
1171,20003469,2026-06-24,831901,816475
1172,20003470,2026-06-18,832253,816490
1173,20003471,2026-06-18,832701,816588
1174,20003472,2026-06-18,832891,816249
1175,20003474,2026-06-18,832355,816404
1176,20003475,2026-09-10,832064,816326
1177,20003476,2026-09-11,831424,815841
1178,20003485,2026-07-30,838017,814357
1179,20003486,2026-07-30,837772,814490
1180,20003491,2026-06-18,838159,815251
1181,20003492,2026-06-18,837805,815205
1182,20003493,2026-07-30,837913,814972
1183,20003494,2026-06-18,837914,814959
1184,20003495,2026-06-18,837818,815118
1185,20003496,2026-06-18,838175,815252
1186,20003497,2026-06-18,834885,815036
1187,20003498,2026-06-18,834401,815263
1188,20003499,2026-06-18,834924,814996
1189,20003504,2026-09-06,837112,815116
1190,20003508,2026-06-24,830455,815781
1191,20003509,2026-06-24,830647,814867
1192,20003510,2026-06-24,831278,815116
1193,20003511,2026-09-07,830660,814866
1194,20003513,2026-06-24,830533,815830
1195,20003514,2026-09-10,834037,816436
1196,20003515,2026-06-24,834508,816252
1197,20003517,2026-06-18,832271,816350
1198,20003518,2026-06-18,832386,816528
1199,20003519,2026-06-18,833932,816138
1200,20003522,2026-06-18,838036,814293
1201,20003523,2026-06-18,837357,813769
1202,20003524,2026-06-18,837074,813933
1203,20003525,2026-06-18,836576,814420
1204,20003526,2026-06-18,836526,814453
1205,20003527,2026-09-10,837091,813926
1206,20003528,2026-06-18,837358,813786
1207,20003529,2026-06-18,838018,814317
1208,20003532,2026-06-18,834722,820410
1209,20003543,2026-06-18,838294,816398
1210,20003545,2026-06-18,839144,816468
1211,20003546,2026-06-18,838494,816565
1212,20003547,2026-06-18,838161,816484
1213,20003550,2026-06-18,841360,815246
1214,20003551,2026-09-10,841337,815380
1215,20003552,2026-06-18,840858,815887
1216,20003553,2026-06-18,840890,815884
1217,20003559,2026-08-12,832780,816034
1218,20003562,2026-07-13,837844,816479
1219,20003563,2026-08-12,837881,816036
1220,20003565,2026-08-12,833479,815782
1221,20003566,2026-08-12,833160,815957
1222,20003567,2026-08-12,832612,816003
1223,20003568,2026-09-10,833215,815947
1224,20003569,2026-09-10,833545,815756
1225,20003570,2026-09-10,833835,815516
1226,20003571,2026-08-12,834495,815485
1227,20004002,2026-07-27,840835,811965
1228,20004009,2026-06-18,835193,822205
1229,20004013,2026-07-14,834406,821885
1230,20004016,2026-06-18,834817,822791
1231,20004100,2026-07-30,837207,814853
1232,20004101,2026-07-30,837249,814740
1233,20004102,2026-07-30,837427,814478
1234,20004103,2026-07-30,837736,814624
1235,20004105,2026-09-07,833069,816216
1236,20004106,2026-09-04,833547,815973
1237,20004107,2026-09-10,834385,816243
1238,20004114,2026-09-10,831515,814450
1239,20004115,2026-09-10,831812,812884
1240,20004116,2026-06-18,839485,816942
1241,20004117,2026-06-18,832169,812829
1242,20004118,2026-09-10,831825,812894
1243,20004126,2026-09-07,835871,820633
1244,20004127,2026-09-07,834372,821122
1245,20004131,2026-06-18,838214,822431
1246,20004134,2026-06-18,837949,822149
1247,20004135,2026-09-10,819968,833883
1248,20004140,2026-07-14,834538,821323
1249,20004141,2026-07-14,834095,821839
1250,20004142,2026-07-14,833577,822111
1251,20004143,2026-07-14,834238,821690
1252,20004145,2026-06-18,832204,821973
1253,20004151,2026-06-18,835844,835531
1254,20004152,2026-06-18,833351,835682
1255,20004153,2026-06-18,833542,836268
1256,20004154,2026-06-18,833809,836907
1257,20004155,2026-06-18,833817,838007
1258,20004156,2026-06-18,833613,838403
1259,20004157,2026-06-18,832483,838077
1260,20004158,2026-06-18,832401,838280
1261,20004159,2026-09-10,832346,838516
1262,20004160,2026-06-18,832369,838998
1263,20004161,2026-09-10,831976,839042
1264,20004162,2026-06-18,831779,839153
1265,20004163,2026-06-18,831539,839533
1266,20004164,2026-06-18,831227,839642
1267,20004165,2026-06-18,830953,839684
1268,20004166,2026-06-18,831218,839446
1269,20004167,2026-06-18,830972,839416
1270,20004168,2026-06-18,831259,839652
1271,20004169,2026-06-18,831623,839541
1272,20004170,2026-06-18,831808,839199
1273,20004171,2026-09-10,831982,839066
1274,20004172,2026-09-10,832381,839025
1275,20004173,2026-06-18,833661,838374
1276,20004174,2026-06-18,833829,838009
1277,20004176,2026-06-18,833822,836907
1278,20004177,2026-06-18,833763,836594
1279,20004178,2026-06-18,833491,836216
1280,20004179,2026-09-10,833370,836041
1281,20004180,2026-06-18,835858,835612
1282,20004183,2026-09-10,837642,819152
1283,20004184,2026-06-18,836849,819426
1284,20004186,2026-06-18,831461,813630
1285,20004189,2026-06-18,835300,818713
1286,20004190,2026-07-10,834407,819949
1287,20004199,2026-09-10,821217,833886
1288,20004200,2026-06-18,820812,834234
1289,20004201,2026-06-18,818337,835017
1290,20004207,2026-06-18,837339,818139
1291,20004208,2026-06-18,830258,824448
1292,20004210,2026-06-18,830204,824031
1293,20004211,2026-06-18,829895,824596
1294,20004212,2026-06-18,829882,824538
1295,20004213,2026-06-18,830189,824034
1296,20004214,2026-06-18,840785,821651
1297,20004215,2026-06-18,840858,821642
1298,20004216,2026-06-18,844526,822575
1299,20004217,2026-06-18,844590,822582
1300,20004218,2026-06-18,839502,826913
1301,20004504,2026-08-31,817811,825596
1302,20004505,2026-08-31,815896,826903
1303,20004512,2026-06-18,837144,820772
1304,20004514,2026-06-18,844703,819074
1305,20004519,2026-06-18,814115,826562
1306,20004520,2026-06-18,828651,823528
1307,20004528,2026-09-10,832615,838094
1308,20004529,2026-06-18,832708,839792
1309,20004530,2026-09-07,833047,839042
1310,20004532,2026-09-11,833121,838397
1311,20004533,2026-07-10,832412,838139
1312,20004539,2026-06-18,839499,843883
1313,20004541,2026-06-18,832815,816153
1314,20004542,2026-06-18,832986,816217
1315,20004544,2026-06-18,833724,815795
1316,20004545,2026-06-18,833929,815611
1317,20004546,2026-09-10,831557,815496
1318,20004547,2026-09-10,831496,814541
1319,20004549,2026-06-18,831146,814025
1320,20004552,2026-06-18,834008,815754
1321,20004553,2026-06-18,834098,815708
1322,20004557,2026-06-18,831413,813618
1323,20004558,2026-06-18,832461,812960
1324,20004559,2026-08-03,832071,813532
1325,20004560,2026-09-11,831982,813758
1326,20004561,2026-08-03,831697,814210
1327,20004563,2026-06-18,834264,815295
1328,20004564,2026-06-18,831719,814212
1329,20004565,2026-09-11,832002,813764
1330,20004566,2026-06-18,832439,812938
1331,20004567,2026-06-18,833997,811369
1332,20004568,2026-09-07,834303,811590
1333,20004571,2026-06-18,834269,815748
1334,20004572,2026-06-18,836890,815873
1335,20004573,2026-09-10,834315,811577
1336,20004576,2026-09-10,838163,811099
1337,20004578,2026-09-10,839209,808701
1338,20004583,2026-06-18,838906,816953
1339,20004588,2026-06-18,832169,812455
1340,20004589,2026-06-18,832058,812570
1341,20004590,2026-06-18,831433,815824
1342,20004591,2026-06-18,831115,815881
1343,20004593,2026-09-11,832075,812566
1344,20004594,2026-06-18,830806,814551
1345,20004596,2026-06-18,831152,814040
1346,20004600,2026-06-18,840005,808861
1347,20004603,2026-09-07,837341,811228
1348,20004604,2026-09-02,836464,811875
1349,20004605,2026-09-07,836467,811887
1350,20004609,2026-06-18,840388,808684
1351,20005001,2026-06-18,844714,832321
1352,20005002,2026-06-18,844716,832286
1353,20005003,2026-06-18,845139,831709
1354,20005007,2026-09-11,839549,827571
1355,20005008,2026-06-18,845460,831056
1356,20005009,2026-06-18,845451,831069
1357,20005010,2026-06-18,845807,830579
1358,20005011,2026-06-18,845793,830571
1359,20005012,2026-06-18,846680,829586
1360,20005013,2026-06-18,846670,829577
1361,20005015,2026-06-18,847119,829115
1362,20005016,2026-06-18,847107,829095
1363,20005017,2026-06-18,844047,824519
1364,20005018,2026-06-18,844699,822198
1365,20005021,2026-06-18,845130,819032
1366,20005022,2026-09-10,844881,819349
1367,20005023,2026-06-18,844633,819485
1368,20005032,2026-09-10,844512,820587
1369,20005036,2026-09-07,815690,830502
1370,20005037,2026-06-18,815944,830497
1371,20005039,2026-06-18,814689,829881
1372,20005041,2026-08-31,819495,825369
1373,20005044,2026-09-11,814746,829192
1374,20005045,2026-06-18,814390,829579
1375,20005046,2026-06-18,814676,830055
1376,20005056,2026-09-11,835604,815464
1377,20005085,2026-06-18,839675,816649
1378,20005086,2026-09-07,839743,816435
1379,20005087,2026-06-18,840135,816254
1380,20005088,2026-06-18,840053,816229
1381,20005089,2026-06-18,839896,816203
1382,20005090,2026-06-18,839717,816431
1383,20005094,2026-08-24,843163,820218
1384,20006002,2026-06-18,839690,821658
1385,20006003,2026-06-18,838287,823423
1386,20006005,2026-09-11,838227,821911
1387,20006016,2026-09-07,838293,822672
1388,20006029,2026-06-18,834688,819904
1389,20006035,2026-06-18,839113,822326
1390,20006049,2026-09-02,836884,822452
1391,20006050,2026-06-18,837311,822293
1392,20006052,2026-06-18,837144,820837
1393,20006054,2026-09-10,837192,820120
1394,20006055,2026-09-10,837450,819980
1395,20006057,2026-06-18,837121,818252
1396,20006058,2026-06-18,837187,818314
1397,20006060,2026-09-04,837561,819730
1398,20006061,2026-09-10,837421,820118
1399,20006062,2026-09-10,837314,820110
1400,20006066,2026-06-18,837403,822126
1401,20006070,2026-06-18,837385,819191
1402,20006074,2026-09-10,837090,818481
1403,20006076,2026-06-18,836723,819711
1404,20006077,2026-06-18,836737,819703
1405,20006078,2026-06-18,836835,820097
1406,20006085,2026-09-10,835731,819401
1407,20006090,2026-09-10,835014,820247
1408,20006092,2026-09-10,834764,820259
1409,20006093,2026-06-18,835873,819706
1410,20006094,2026-06-18,834737,820514
1411,20006095,2026-06-18,835328,818299
1412,20006099,2026-06-18,835341,818362
1413,20006100,2026-06-18,835474,817539
1414,20006101,2026-06-18,834930,819706
1415,20006102,2026-06-18,834911,819702
1416,20006105,2026-06-18,835714,817490
1417,20006552,2026-06-18,836334,835392
1418,20006553,2026-09-11,835273,834355
1419,20006554,2026-09-10,835366,834151
1420,20006555,2026-06-18,837336,835847
1421,20006556,2026-06-18,839589,836515
1422,20006557,2026-06-18,834073,834948
1423,20006559,2026-06-18,835375,834129
1424,20006560,2026-06-18,838259,832263
1425,20006561,2026-06-18,838695,828914
1426,20006601,2026-06-18,838326,827674
1427,20006602,2026-06-18,835510,820149
1428,20006610,2026-09-02,839099,827655
1429,20006621,2026-06-18,837831,826577
1430,20006624,2026-06-18,838093,826418
1431,20006627,2026-06-18,838775,829012
1432,20006900,2026-06-18,831283,814133
1433,20006901,2026-06-18,833100,812218
1434,20006905,2026-06-18,830236,815036
1435,20006906,2026-06-18,836131,812333
1436,20006911,2026-09-11,837091,814645
1437,20006914,2026-08-31,817389,825894
1438,20006915,2026-06-18,835168,821401
1439,20006918,2026-06-18,835585,817427
1440,20006919,2026-06-18,835425,817795
1441,20006936,2026-06-18,834793,812217
1442,20006937,2026-09-10,836607,815159
1443,20006938,2026-09-02,838996,809043
1444,20006944,2026-07-15,836950,815759
1445,20006946,2026-09-10,832865,815963
1446,20006948,2026-06-18,831612,816320
1447,20006949,2026-06-18,831941,816358
1448,20006957,2026-06-18,836618,836199
1449,20006958,2026-09-11,834666,815895
1450,20006961,2026-06-18,835648,820455
1451,20006972,2026-06-24,830685,815877
1452,20006977,2026-06-18,843985,818557
1453,20006978,2026-06-18,844839,818698
1454,20006979,2026-06-18,834371,816093
1455,20006990,2026-09-11,837332,821995
1456,20007008,2026-06-18,836689,819869
1457,20007017,2026-09-11,839575,820243
1458,20007019,2026-09-11,839450,820193
1459,20007022,2026-09-11,831084,816020
1460,20007025,2026-06-18,838940,822276
1461,20007034,2026-06-18,841006,819400
1462,20007038,2026-09-07,836215,812204
1463,20007046,2026-09-11,839830,831646
1464,20007047,2026-09-11,839834,831668
1465,20007048,2026-09-10,839487,831898
1466,20007049,2026-09-11,839548,831881
1467,20007050,2026-06-18,839451,832058
1468,20007057,2026-06-24,832908,816683
1469,20007059,2026-06-18,838588,823517
1470,20007062,2026-06-18,844473,832361
1471,20007066,2026-06-18,831424,815027
1472,20007067,2026-06-18,832906,816155
1473,20007068,2026-06-18,832966,816226
1474,20007069,2026-06-18,833887,815895
1475,20007070,2026-06-18,834002,815858
1476,20007072,2026-06-18,835114,818904
1477,20007073,2026-09-11,835148,818874
1478,20007074,2026-06-18,843746,818243
1479,20007075,2026-06-18,843742,818232
1480,20007079,2026-08-31,819720,824813
1481,20007080,2026-06-18,843074,840882
1482,20007088,2026-06-18,841385,830646
1483,20007089,2026-06-18,841451,830608
1484,20007091,2026-06-18,838859,832416
1485,20007092,2026-06-18,838974,832566
1486,20007094,2026-06-18,839027,832245
1487,20007095,2026-09-11,838986,832236
1488,20007097,2026-09-10,838970,832529
1489,20007102,2026-09-01,823859,833442
1490,20007107,2026-09-10,823855,833414
1491,20007117,2026-06-18,834051,834793
1492,20007118,2026-06-18,833907,834921
1493,20007138,2026-06-18,833593,835415
1494,20007139,2026-06-18,833916,834926
1495,20007140,2026-06-18,834050,834803
1496,20007152,2026-06-18,832314,813080
1497,20007153,2026-06-18,828761,826457
1498,20007154,2026-06-18,828814,826580
1499,20007155,2026-06-18,829378,826034
1500,20007156,2026-06-18,829482,826072
1501,20007203,2026-06-18,839255,820137
1502,20007204,2026-06-18,839104,820688
1503,20007218,2026-06-18,832899,838277
1504,20007219,2026-06-18,838756,822476
1505,20007223,2026-06-18,828841,826356
1506,20007224,2026-06-18,835340,819995
1507,20007225,2026-06-18,835545,820139
1508,20007228,2026-09-07,835260,834073
1509,20007229,2026-06-18,839456,830467
1510,20007250,2026-06-18,839151,821827
1511,20007251,2026-06-18,818390,837495
1512,20007253,2026-06-18,836665,826801
1513,20007259,2026-06-18,833303,840402
1514,20007260,2026-06-18,833182,841054
1515,20007261,2026-06-18,833313,840412
1516,20007262,2026-09-10,817000,835830
1517,20007263,2026-06-18,835556,819764
1518,20007274,2026-06-18,835555,819612
1519,20007275,2026-06-18,835514,819848
1520,20007285,2026-06-18,840705,837306
1521,20007287,2026-06-18,814974,826144
1522,20007288,2026-06-18,831047,839441
1523,20007289,2026-06-18,832603,839559
1524,20007291,2026-06-18,832278,839800
1525,20007292,2026-06-18,831593,840409
1526,20007293,2026-09-04,831375,840374
1527,20007295,2026-06-18,839322,837018
1528,20007310,2026-06-18,839043,832475
1529,20007311,2026-06-18,835872,812508
1530,20007312,2026-06-18,820515,834242
1531,20007313,2026-09-11,837076,815657
1532,20007314,2026-06-18,839983,808937
1533,20007328,2026-06-18,835456,834850
1534,20007329,2026-06-18,842174,820226
1535,20007331,2026-07-16,841168,820259
1536,20007334,2026-06-18,842332,820140
1537,20007336,2026-06-18,818224,833019
1538,20007348,2026-09-10,836663,819945
1539,20007352,2026-07-25,836712,819639
1540,20007353,2026-06-18,836658,819972
1541,20007363,2026-06-18,844731,826654
1542,20007364,2026-06-18,842451,824287
1543,20007365,2026-06-18,817612,835517
1544,20007375,2026-09-10,836202,826352
1545,20007390,2026-06-18,835672,824893
1546,20007395,2026-06-18,840378,820439
1547,20007399,2026-06-18,841815,820723
1548,20007401,2026-07-16,841877,820029
1549,20007402,2026-06-18,842218,819569
1550,20007405,2026-06-18,841795,820288
1551,20007408,2026-06-18,834721,815699
1552,20007409,2026-09-01,833921,815901
1553,20007412,2026-09-10,837019,818614
1554,20007415,2026-09-11,821710,834100
1555,20007429,2026-09-02,839485,820280
1556,20007435,2026-07-16,841788,820321
1557,20007437,2026-06-18,839368,820465
1558,20007448,2026-06-18,832245,812786
1559,20007449,2026-07-15,833395,812255
1560,20007450,2026-06-18,833627,812159
1561,20007451,2026-06-18,832304,812724
1562,20007464,2026-09-02,823498,833632
1563,20007465,2026-09-10,839550,827605
1564,20007470,2026-06-18,843837,832266
1565,20007471,2026-06-18,844453,832333
1566,20007472,2026-06-18,846958,829429
1567,20007473,2026-06-18,814674,830057
1568,20007481,2026-06-18,842144,820048
1569,20007482,2026-06-18,840176,835127
1570,20007525,2026-07-10,831117,840467
1571,20007535,2026-09-10,837256,819635
1572,20007536,2026-06-18,836766,820096
1573,20007537,2026-06-18,841263,830882
1574,20007539,2026-06-18,830020,826046
1575,20007541,2026-06-27,826882,833564
1576,20007542,2026-06-27,826267,833447
1577,20007543,2026-06-27,826256,833468
1578,20007558,2026-06-18,813001,819700
1579,20007561,2026-06-18,811319,817782
1580,20007562,2026-06-18,811055,817149
1581,20007563,2026-06-18,812216,817089
1582,20007564,2026-06-18,812470,816907
1583,20007565,2026-06-18,812788,816961
1584,20007566,2026-06-18,812889,817014
1585,20007567,2026-06-18,813082,817191
1586,20007568,2026-06-18,813085,817450
1587,20007569,2026-06-18,813233,817592
1588,20007570,2026-06-18,813102,817429
1589,20007571,2026-06-18,812891,817287
1590,20007572,2026-06-18,811037,817171
1591,20007574,2026-06-18,812919,819827
1592,20007576,2026-06-18,836962,832897
1593,20007577,2026-06-18,836948,832914
1594,20007583,2026-06-18,842400,813962
1595,20007587,2026-06-18,839017,830930
1596,20007588,2026-06-18,838851,830977
1597,20007589,2026-06-30,856309,824767
1598,20007590,2026-06-30,851306,828948
1599,20007591,2026-06-30,852978,826419
1600,20007592,2026-06-30,852967,826428
1601,20007593,2026-06-30,851236,828886
1602,20007612,2026-06-18,835967,818885
1603,20007617,2026-06-18,842831,832375
1604,20007618,2026-06-18,842891,832658
1605,20007619,2026-09-10,843061,832683
1606,20007620,2026-09-09,842841,832396
1607,20007622,2026-06-18,845738,826745
1608,20007623,2026-06-18,846031,827211
1609,20007627,2026-06-18,832790,839767
1610,20007628,2026-09-09,841155,830567
1611,20007652,2026-06-18,837942,835775
1612,20007653,2026-06-18,839068,835686
1613,20007654,2026-06-18,839567,836459
1614,20007656,2026-06-18,832424,816368
1615,20007658,2026-06-18,843137,814270
1616,20007670,2026-06-18,842162,819637
1617,20007671,2026-06-18,829044,824097
1618,20007672,2026-06-18,830972,824139
1619,20007673,2026-06-18,840160,827077
1620,20007674,2026-06-18,839447,826742
1621,20007675,2026-06-18,838837,827017
1622,20007676,2026-09-09,838735,832729
1623,20007677,2026-06-18,835762,834466
1624,20007678,2026-06-18,835442,833749
1625,20007679,2026-06-18,835209,833654
1626,20007680,2026-06-18,835469,833775
1627,20007681,2026-06-18,835753,834251
1628,20007682,2026-06-18,835741,834490
1629,20007683,2026-06-18,838802,832812
1630,20007685,2026-06-18,840083,827045
1631,20007686,2026-06-18,839275,827442
1632,20007687,2026-09-10,839928,828878
1633,20007688,2026-06-18,841186,830863
1634,20007689,2026-09-01,840767,829927
1635,20007690,2026-06-18,839300,827457
1636,20007691,2026-06-18,817717,833100
1637,20007692,2026-06-18,817634,832664
1638,20007693,2026-06-18,817835,832718
1639,20007694,2026-06-18,817951,833143
1640,20007695,2026-06-18,817897,833455
1641,20007696,2026-06-18,818398,834856
1642,20007697,2026-06-18,817683,835540
1643,20007698,2026-06-18,817952,833454
1644,20007708,2026-06-18,821770,832866
1645,20007709,2026-06-18,821887,833419
1646,20007712,2026-06-18,844900,819366
1647,20007713,2026-09-09,845165,819018
1648,20007714,2026-06-18,846247,816756
1649,20007715,2026-06-18,846333,816484
1650,20007716,2026-06-18,844658,820007
1651,20007719,2026-07-15,831583,813573
1652,20007724,2026-06-18,834929,819321
1653,20007726,2026-06-18,841055,815406
1654,20007736,2026-09-10,845742,819833
1655,20007740,2026-07-25,836785,819427
1656,20007744,2026-07-25,835794,820240
1657,20007753,2026-09-10,839294,822935
1658,20007758,2026-06-18,839706,822629
1659,20007761,2026-06-18,815123,828439
1660,20007762,2026-09-11,815690,830570
1661,20007780,2026-06-18,832657,840142
1662,20007788,2026-06-18,836818,842443
1663,20007809,2026-07-10,832829,839857
1664,20007810,2026-09-09,832327,839272
1665,20007811,2026-06-18,832308,839273
1666,20007817,2026-06-18,839784,822562
1667,20007819,2026-06-18,839679,822638
1668,20007823,2026-06-18,839544,822690
1669,20007835,2026-06-18,839204,822998
1670,20007851,2026-06-18,838891,823011
1671,20007863,2026-06-18,841648,820982
1672,20007864,2026-06-18,841659,820837
1673,20007872,2026-06-18,841295,820386
1674,20007874,2026-07-16,840802,820434
1675,20007875,2026-06-18,841001,820204
1676,20007876,2026-06-18,841118,820190
1677,20007877,2026-09-11,841804,820460
1678,20007878,2026-09-11,842156,820051
1679,20007879,2026-06-18,842166,820230
1680,20007886,2026-06-18,841808,820605
1681,20007949,2026-06-18,832309,838131
1682,20007955,2026-06-18,833077,838331
1683,20007984,2026-09-11,815306,829010
1684,20008020,2026-06-27,823511,833593
1685,20008023,2026-09-11,828993,824483
1686,20008024,2026-09-11,828953,824652
1687,20008050,2026-06-18,832391,825534
1688,20008051,2026-06-18,832408,825509
1689,20008083,2026-06-18,844133,818798
1690,20008085,2026-06-18,843197,832127
1691,20008089,2026-06-18,832133,826410
1692,20008090,2026-06-18,832712,825406
1693,20008091,2026-06-18,837685,826255
1694,20008096,2026-06-18,832531,825594
1695,20008097,2026-06-18,832499,825757
1696,20008100,2026-06-18,837736,816040
1697,20008116,2026-08-31,836832,815646
1698,20008117,2026-06-18,837565,810972
1699,20008118,2026-09-07,838513,811079
1700,20008119,2026-06-18,839207,809144
1701,20008124,2026-06-18,839177,808744
1702,20008125,2026-09-10,838981,809676
1703,20008126,2026-06-18,838751,810585
1704,20008127,2026-06-18,838437,811028
1705,20008128,2026-06-18,838203,811074
1706,20008129,2026-06-18,837885,810951
1707,20008144,2026-09-10,837586,810981
1708,20008149,2026-09-02,837934,811080
1709,20008182,2026-08-12,837689,815820
1710,20008188,2026-06-18,837765,819926
1711,20008189,2026-09-10,837867,820195
1712,20008192,2026-06-18,836410,821974
1713,20008215,2026-06-18,835034,833219
1714,20008216,2026-06-18,835006,833049
1715,20008217,2026-06-18,835029,833226
1716,20008220,2026-06-18,835002,833056
1717,20008221,2026-06-18,834998,833068
1718,20008222,2026-06-18,835013,833230
1719,20008223,2026-06-18,834998,833074
1720,20008225,2026-06-18,834914,832789
1721,20008226,2026-06-18,834916,832780
1722,20008227,2026-06-18,834915,832791
1723,20008229,2026-06-18,835553,835377
1724,20008230,2026-06-18,835819,835741
1725,20008231,2026-06-18,835896,835736
1726,20008232,2026-09-07,835611,835179
1727,20008233,2026-09-11,835282,835191
1728,20008249,2026-06-18,835770,835278
1729,20008251,2026-06-18,836597,836072
1730,20008252,2026-06-18,836645,835940
1731,20008253,2026-06-18,836618,835784
1732,20008254,2026-06-18,836645,835801
1733,20008255,2026-06-18,836664,835930
1734,20008256,2026-06-18,836615,836087
1735,20008257,2026-06-18,835619,835211
1736,20008258,2026-06-18,836010,835155
1737,20008259,2026-06-18,836653,835522
1738,20008260,2026-06-18,837029,835752
1739,20008261,2026-06-18,838392,835573
1740,20008262,2026-06-18,839196,835524
1741,20008263,2026-06-18,839748,835317
1742,20008264,2026-06-18,835689,835194
1743,20008271,2026-06-18,838364,835556
1744,20008272,2026-06-18,837045,835723
1745,20008273,2026-06-18,836637,835501
1746,20008277,2026-06-18,839453,836138
1747,20008278,2026-09-11,839259,836639
1748,20008279,2026-06-18,838951,836557
1749,20008284,2026-06-18,839449,836090
1750,20008287,2026-06-18,839597,836606
1751,20008288,2026-06-18,839767,836795
1752,20008289,2026-06-18,840001,837094
1753,20008290,2026-06-18,840223,837073
1754,20008291,2026-06-18,840641,836774
1755,20008292,2026-06-18,840985,836873
1756,20008293,2026-06-18,841342,836912
1757,20008294,2026-06-18,841634,836956
1758,20008295,2026-06-18,841912,837012
1759,20008314,2026-06-18,841915,836990
1760,20008315,2026-06-18,841628,836935
1761,20008316,2026-06-18,841338,836892
1762,20008317,2026-06-18,840949,836836
1763,20008318,2026-06-18,840639,836753
1764,20008319,2026-06-18,840196,837074
1765,20008320,2026-06-18,840017,837085
1766,20008321,2026-06-18,839775,836788
1767,20008330,2026-06-18,842826,837864
1768,20008331,2026-06-18,843156,838584
1769,20008332,2026-06-18,842898,839424
1770,20008333,2026-06-18,842477,840286
1771,20008338,2026-06-18,842432,840370
1772,20008339,2026-06-18,842952,839345
1773,20008340,2026-06-18,843013,838812
1774,20008341,2026-06-18,842675,837696
1775,20008380,2026-09-11,835555,819345
1776,20008381,2026-06-18,837020,819491
1777,20008382,2026-06-18,836966,820092
1778,20008388,2026-06-18,836977,820103
1779,20008413,2026-09-11,833676,835287
1780,20008423,2026-06-18,834593,834570
1781,20008428,2026-06-18,838362,836314
1782,20008430,2026-06-18,834640,835000
1783,20008446,2026-06-18,834948,835026
1784,20008479,2026-06-18,840308,820300
1785,20008513,2026-06-18,838636,821952
1786,20008514,2026-09-10,839066,821816
1787,20008515,2026-06-18,840022,821360
1788,20008521,2026-06-18,838561,821496
1789,20008525,2026-06-18,840066,821443
1790,20008526,2026-06-18,840120,821388
1791,20008527,2026-06-18,840164,821403
1792,20008529,2026-06-18,840072,821444
1793,20008596,2026-06-18,821439,833463
1794,20008644,2026-08-31,816064,827651
1795,20008711,2026-08-31,816352,826542
1796,20008743,2026-06-18,833391,821831
1797,20008776,2026-09-11,839043,832472
1798,20008783,2026-09-11,835875,834105
1799,20008787,2026-09-11,835702,834140
1800,20008814,2026-06-18,835440,834639
1801,20008822,2026-06-18,835765,834494
1802,20008832,2026-06-18,835442,833755
1803,20008856,2026-06-18,835261,834360
1804,20008866,2026-06-18,838959,832602
1805,20008983,2026-06-18,841361,830656
1806,20009019,2026-09-10,838813,832451
1807,20009073,2026-06-18,839699,831842
1808,20009074,2026-09-10,839529,832153
1809,20009112,2026-06-18,838801,832452
1810,20009114,2026-06-18,830353,824321
1811,20009119,2026-06-18,830322,824761
1812,20009128,2026-06-18,830996,824161
1813,20009132,2026-08-26,830356,825462
1814,20009134,2026-08-26,829148,826158
1815,20009140,2026-06-18,834966,819558
1816,20009176,2026-06-18,833624,838384
1817,20009182,2026-06-18,838549,816459
1818,20009183,2026-06-18,838378,816476
1819,20009184,2026-06-18,838250,816227
1820,20009185,2026-06-18,838550,816473
1821,20009187,2026-06-18,834883,834729
1822,20009205,2026-06-18,839475,822765
1823,20009272,2026-06-18,838194,826980
1824,20009273,2026-08-31,817350,825830
1825,20009274,2026-06-18,839481,826871
1826,20009312,2026-08-31,817581,825837
1827,20009314,2026-08-31,818012,826267
1828,20009315,2026-08-31,817570,825811
1829,20009338,2026-06-18,842324,813690
1830,20009370,2026-06-18,834317,815077
1831,20009376,2026-06-18,834975,814960
1832,20009406,2026-06-18,840979,815943
1833,20009407,2026-06-18,842776,813900
1834,20009412,2026-06-18,835792,820339
1835,20009413,2026-06-18,831243,823792
1836,20009416,2026-06-18,829022,824235
1837,20009418,2026-06-18,829236,823789
1838,20009420,2026-06-18,831119,822962
1839,20009421,2026-06-18,844069,824515
1840,20009436,2026-09-11,817494,834165
1841,20009470,2026-06-18,817519,834126
1842,20009503,2026-08-31,816345,826533
1843,20009504,2026-06-18,839351,809092
1844,20009505,2026-09-10,839339,809083
1845,20009506,2026-09-10,839200,809291
1846,20009536,2026-06-18,839404,830484
1847,20009539,2026-06-18,838657,831636
1848,20009568,2026-08-31,843739,813787
1849,20009602,2026-06-18,831090,822985
1850,20009667,2026-06-18,835632,821234
1851,20009668,2026-06-18,835600,821453
1852,20009669,2026-06-18,835511,821569
1853,20009670,2026-06-18,835283,821755
1854,20009674,2026-06-18,835586,821526
1855,20009675,2026-06-18,836220,820752
1856,20009676,2026-06-18,835657,820505
1857,20009700,2026-06-18,842633,813412
1858,20009733,2026-06-18,831327,815832
1859,20009736,2026-06-18,831461,813630
1860,20009766,2026-09-10,830924,814781
1861,20009799,2026-06-18,831697,813053
1862,20009804,2026-06-18,835222,812082
1863,20009805,2026-06-18,832050,812998
